id,wiki_id,name,instance_of,ar,de,es,fr,it,ja
5704,Q2019660,Vasily Abaev,human,,Wassili Iwanowitsch Abajew,Vasili Abáyev,Vassili Abaïev,Vasilij Ivanovič Abaev,ヴァシリー・アバエフ
5705,Q97,Atlantic Ocean,ocean,المحيط الأطلسي,Atlantischer Ozean,océano Atlántico,océan Atlantique,Oceano Atlantico,大西洋
5706,Q1990225,Shaykh Tabarsi,human,فضل بن حسن الطبرسي,At-Tabrisī,Sheij Tabarsí,al-Faḍl Ibn-al-Ḥasan Ṭabarsī,Tabrisi,
5707,Q1318749,The Heaven Sword and Dragon Saber,literary work,,,,L'Épée céleste et le Sabre du dragon,,倚天屠龍記
5708,Q57653,Princess Sophie of Bavaria,human,صوفي أميرة بافاريا,Sophie Friederike von Bayern,Sofía de Baviera,Sophie de Bavière,Sofia di Baviera,ゾフィー
5709,Q573077,Victor and Victoria,film,,Viktor und Viktoria,Viktor und Viktoria,Victor et Victoria,Vittorio e Vittoria,
5710,Q1779,Louis Armstrong,human,لويس أرمسترونغ,Louis Armstrong,Louis Armstrong,Louis Armstrong,Louis Armstrong,ルイ・アームストロング
5711,Q34509139,Sultan Qaytbay Roda Mosque,mosque,مسجد السلطان قايتباي,Sultan-Qaitbay-Moschee,,,,
5712,Q2499865,Heathcliff,fictional human,هيثكليف,Heathcliff,Heathcliff,Heathcliff,,ヒースクリフ
5713,Q251366,Jewish cemetery of Chernivtsi,cemetery,المقبرة اليهودية في تشيرنيفتسي,Jüdischer Friedhof Czernowitz,cementerio judío de Chernivtsi,cimetière juif de Tchernivtsi,,
5714,Q465473,American League Championship Series,baseball,,American League Championship Series,Serie de Campeonato de la Liga Americana,Série de championnat de la Ligue américaine de baseball,American League Championship Series,アメリカンリーグチャンピオンシップシリーズ
5715,Q13217284,Vampire Academy: Blood Sisters,film,أكاديمية مصاصي الدماء,Vampire Academy,Vampire Academy,Vampire Academy,Vampire Academy,
5716,Q748360,Asterix and the Cauldron,comic book album,,Asterix und der Kupferkessel,Astérix y el caldero,Astérix et le Chaudron,Asterix e il paiolo,
5717,Q3012194,Ampleforth Abbey,abbey,,,,abbaye Saint-Laurent d'Ampleforth,,
5718,Q519614,Wells Cathedral,Anglican or Episcopal cathedral,كاتدرائية ولز,Kathedrale von Wells,Catedral de Wells,cathédrale Saint-André de Wells,cattedrale di Wells,ウェルズ大聖堂
5719,Q477916,Dragon Ball Z,anime television series,دراغون بول زد,Dragonball Z,Dragon Ball Z,Dragon Ball Z,Dragon Ball Z,ドラゴンボールZ
5720,Q8432,civilization,society,حضارة,Zivilisation,civilización,civilisation,civiltà,文明
5721,Q43287,German Empire,empire,القيصرية الألمانية,Deutsches Kaiserreich,Imperio alemán,Empire allemand,Impero tedesco,ドイツ帝国
5722,Q2915396,Titanium Man,fictional human,,,Hombre de Titanio,Homme de titanium,,チタニウム・マン
5723,Q969006,Cactus Wren,taxon,نمنمة الصبار,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus,Troglodyte des cactus,Campylorhynchus brunneicapillus,サボテンミソサザイ
5724,Q693597,Herman's Hermits,musical group,هيرمانز هرمتس,Herman’s Hermits,Herman's Hermits,Herman's Hermits,Herman's Hermits,ハーマンズ・ハーミッツ
5725,Q161678,Harry Potter and the Deathly Hallows – Part 1,film,هاري بوتر ومقدسات الموت – الجزء 1,Harry Potter und die Heiligtümer des Todes – Teil 1,Harry Potter y las reliquias de la Muerte: parte 1,"Harry Potter et les Reliques de la Mort, partie 1",Harry Potter e i Doni della Morte - Parte 1,ハリー・ポッターと死の秘宝 PART1
5726,Q801,Israel,sovereign state,إسرائيل,Israel,Israel,Israël,Israele,イスラエル
5727,Q270234,"Anne of Austria, Landgravine of Thuringia",human,آنا من النمسا، لاندغرافين تورينغيا,Anna von Österreich,Ana de Austria (1432-1462),Anne de Habsbourg,Anna d'Asburgo,アンナ・フォン・エスターライヒ
5728,Q199438,Nemean lion,mythological Greek character,أسد نيميا,Nemeischer Löwe,León de Nemea,Lion de Némée,Leone di Nemea,ネメアーの獅子
5729,Q8093,Nintendo,software company,نينتندو,Nintendo,Nintendo,Nintendo,Nintendo,任天堂
5730,Q350604,armed conflict,type of conflict,نزاع مسلح,bewaffneter Konflikt,conflicto armado,conflit armé,conflitto armato,武装紛争
5731,Q588387,Agiou Panteleimonos monastery,monastery,,Rossikon,Monasterio de San Pandeleimonos,monastère Saint-Panteleimon,Monastero di San Panteleimon,聖パンテレイモン修道院
5732,Q615337,Mount Mitchell,mountain,جبل ميتشيل,Mount Mitchell,Monte Michell,mont Mitchell,Monte Mitchell,ミッチェル山
5733,Q2887,Santiago,city in Chile,سانتياغو,Santiago de Chile,Santiago de Chile,Santiago,Santiago del Cile,サンティアゴ
5734,Q191626,Sonic the Hedgehog,video game character,القنفذ سونيك,Sonic the Hedgehog,Sonic el Erizo,Sonic le Hérisson,Sonic the Hedgehog,ソニック・ザ・ヘッジホッグ
5735,Q2101170,Monkwearmouth-Jarrow Abbey,abbey,دير مونكيرموث جارو,Kloster Monkwearmouth-Jarrow,,abbaye de Wearmouth-Jarrow,abbazia di Monkwearmouth-Jarrow,ウェアマウスとジャロウの二重修道院
5736,Q156357,Lev I of Galicia,human,,Leo I. von Galizien,León I de Galitzia,Léon Ier de Galicie,,レーヴ・ダヌィーロヴィチ
5737,Q2057743,Born Free,television series,,Frei geboren,,Vivre libre,Nata libera,
5738,Q204218,Stuart Sutcliffe,human,ستيوارت سوتكليف,Stuart Sutcliffe,Stuart Sutcliffe,Stuart Sutcliffe,Stuart Sutcliffe,スチュアート・サトクリフ
5739,Q336361,stone louse,fictional species of animal,,Steinlaus,,,,石ジラミ
5740,Q622217,universal translator,fictional technology,,Universalübersetzer,traductor universal,Traducteur universel,Traduttore universale,万能翻訳機
5741,Q34006,Hollywood,neighborhood,هوليوود,Hollywood,Hollywood,Hollywood,Hollywood,ハリウッド
5742,Q3182559,Cyberpunk 2077,video game,سايبر بانك 2077,Cyberpunk 2077,Cyberpunk 2077,Cyberpunk 2077,Cyberpunk 2077,サイバーパンク2077
5743,Q201705,Khmer Empire,empire,إمبراطورية الخمير,Khmer-Reich,Imperio jemer,Empire khmer,Impero Khmer,クメール王朝
5744,Q386305,The First Man,written work,الرجل الأول (رواية),Der erste Mensch,El primer hombre,Le Premier Homme,Il primo uomo,最初の人間
5745,Q929899,The Begum's Fortune,literary work,ثروة البيجوم,Die 500 Millionen der Begum,Los quinientos millones de la Begún,Les Cinq Cents Millions de la Bégum,I cinquecento milioni della Bégum,インド王妃の遺産
5746,Q1259104,Peterborough Cathedral,Anglican or Episcopal cathedral,,Kathedrale von Peterborough,Catedral de Peterborough,cathédrale de Peterborough,cattedrale di Peterborough,ピーターバラ大聖堂
5747,Q1132614,World Government,fictional government,,Weltregierung,Gobierno Mundial,Gouvernement mondial,Governo mondiale,世界政府
5748,Q848397,Maiden's Tower,lighthouse,برج الفتاة,Leanderturm,Torre de la Doncella,tour de Léandre,Torre di Leandro,乙女の塔
5749,Q172203,Philip III of France,human,فيليب الثالث ملك فرنسا,Philipp III.,Felipe III de Francia,Philippe III de France,Filippo III di Francia,フィリップ3世
5750,Q1194700,Asterix and the Big Fight,comic book album,,Der Kampf der Häuptlinge,El combate de los jefes,Le Combat des chefs,Asterix e il duello dei capi,
5751,Q11326000,Haisai Ojisan,musical work/composition,,,ハイサイおじさん,,,ハイサイおじさん
5752,Q853379,Can't Pay? Won't Pay!,literary work,,Bezahlt wird nicht!,Aquí no paga nadie,Faut pas payer !,"Non si paga, non si paga!",
5753,Q640513,She: A History of Adventure,literary work,هي,Sie,Ella,Elle,La donna eterna,洞窟の女王
5754,Q105112819,The Vault,film,القبو,Crime Game,Way Down,Braquage final,Way Down - Rapina alla banca di Spagna,ザ・ヴォルト
5755,Q3177209,Meu Pé de Laranja Lima,written work,شجرتي شجرة البرتقال الرائعة (رواية),Mein kleiner Orangenbaum,Mi planta de naranja lima,Mon bel oranger,,
5756,Q48674419,Searching,film,بحث,Searching,Searching,Searching : Portée disparue,Searching,search/サーチ
5757,Q462,Star Wars,media franchise,حرب النجوم,Star Wars,Star Wars,Star Wars,Guerre stellari,スター・ウォーズ
5758,Q766921,Super Bowl XV,Super Bowl,سوبر بول XV,Super Bowl XV,Super Bowl XV,Super Bowl XV,Super Bowl XV,第15回スーパーボウル
5759,Q4862036,Barnyard Dawg,fictional dog,,,Perro George,George P. Dog,George P. Dog,バーンヤード・ドッグ
5760,Q289130,The Last Battle,literary work,المعركة الأخيرة,Der letzte Kampf,La última batalla,La Dernière Bataille,L'ultima battaglia,さいごの戦い
5761,Q1326328,The Irresponsible Captain Tylor,anime television series,,Uchū Ichi no Musekinin Otoko,"Tylor, El Capitán Irresponsable",Irresponsable capitaine Tylor,L'irresponsabile capitano Tylor,無責任艦長タイラー
5762,Q244,Barbados,Commonwealth realm,باربادوس,Barbados,Barbados,Barbade,Barbados,バルバドス
5763,Q473588,Dorothy and the Wizard in Oz,literary work,دوروثي وساحر أوز,Dorothy und der Zauberer in Oz,,,Il ritorno del mago di Oz,オズと不思議な地下の国
5764,Q4819284,Ludwik Rajchman,human,فرانشيسكو توتتي,Ludwik Rajchman,Ludwik Rajchman,Ludwik Rajchman,Ludwik Rajchman,ルドヴィク・ライヒマン
5765,Q287607,Rob Reiner,human,روب راينر,Rob Reiner,Rob Reiner,Rob Reiner,Rob Reiner,ロブ・ライナー
5766,Q5089,Ganges,river,نهر الغانج,Ganges,río Ganges,Gange,Gange,ガンジス川
5767,Q1408,New Jersey,U.S. state,نيوجيرسي,New Jersey,Nueva Jersey,New Jersey,New Jersey,ニュージャージー州
5768,Q9444,rainforest,moist forest,غابة مطيرة,Regenwald,bosque lluvioso,forêt humide,foresta pluviale,多雨林
5769,Q2107668,Space Apprentice,literary work,,Praktikanten: Phantastischer Roman,,,Apprendisti,
5770,Q28805403,"Noal, Princess of the Sa'id",human,نوال,,,Noal Zaher,,ノアル・ザーヒル・シャー
5771,Q464365,Prince Caspian/The Voyage of the Dawn Treader,television series season,,Die Chroniken von Narnia: Prinz Kaspian & Die Reise auf der Morgenröte,Crónicas de Narnia: el príncipe Caspian,,seconda stagione de Le cronache di Narnia,
5772,Q353231,The Shockwave Rider,literary work,,Der Schockwellenreiter,El jinete en la onda de shock,Sur l'onde de choc,Rete globale,衝撃波を乗り切れ
5773,Q715033,Dance Suite,musical work/composition,,,Suite de Danzas (Bártok),Suite de danses,Suite di danze,舞踏組曲
5774,Q131066,First Book of Kings,religious text,سفر الملوك الأول,1. Könige,I Reyes,Premier Livre des Rois,Primo libro dei Re,列王記
5775,Q47008389,The Cruel Prince,literary work,,Elfenkrone,El príncipe cruel,Le Prince cruel,,
5776,Q810139,Basilica of Saint Anthony of Padua,minor basilica,,Basilika des heiligen Antonius,Basílica de San Antonio de Padua,église du Santo,basilica di Sant'Antonio di Padova,サンタントーニオ・ダ・パードヴァ聖堂
5777,Q7268510,quail meat,food ingredient,,Wachtelfleisch,,viande de caille,,ウズラ肉
5778,Q1252904,Ra,Ancient Egyptian deity,رع,Re,Ra,Rê,Ra,ラー
5779,Q1211800,The Brothers Karamazov,film,,Die Brüder Karamasow,Los hermanos Karamazov,Les Frères Karamazov,I fratelli Karamàzov,カラマーゾフの兄弟
5780,Q324433,Queen of Hearts,fictional human,ملكة القلوب,Herzkönigin,Reina de Corazones,Reine de cœur,Regina di cuori,ハートの女王
5781,Q232000,Butch Cassidy and the Sundance Kid,film,بوتش كاسيدي وساندانس كيد,Zwei Banditen,Butch Cassidy and the Sundance Kid,Butch Cassidy et le Kid,Butch Cassidy,明日に向って撃て!
5782,Q334066,Neuburg Abbey,benedictine abbey,,Benediktinerabtei Neuburg,abadía de Neuburg,abbaye de Neuburg,Abbazia di Neuburg,ノイブルク修道院
5783,Q85802007,Someone Has To Die,television series,على أحدهم أن يموت,Jemand muss sterben,Alguien tiene que morir,Quelqu'un doit mourir,Qualcuno deve morire,
5784,Q2743959,The New Jedi Order,book series,,Das Erbe der Jedi-Ritter,La Nueva Orden Jedi,Le Nouvel Ordre Jedi,The New Jedi Order,ニュージェダイオーダーシリーズ
5785,Q555025,coat of arms of Rhineland-Palatinate,coat of arms,,Landeswappen von Rheinland-Pfalz,Escudo de Renania-Palatinado,armoiries du Land de Rhénanie-Palatinat,,
5786,Q191362,Piano Concerto No. 15,musical work/composition,,15. Klavierkonzert,Concierto para piano n.º 15,Concerto pour piano nº 15 de Mozart,Concerto per pianoforte e orchestra n. 15,ピアノ協奏曲第15番 (モーツァルト)
5787,Q142701,Pearl Jam,rock band,بيرل جام,Pearl Jam,Pearl Jam,Pearl Jam,Pearl Jam,パール・ジャム
5788,Q3073254,"Violin Sonata No. 1 in A Minor, Op. 105",musical work/composition,,,Sonata para violín n.º 1,Sonate pour violon et piano nº 1,,ヴァイオリンソナタ第1番
5789,Q326704,FIFA,video game series,فيفا,FIFA,FIFA,FIFA,FIFA,FIFAシリーズ
5790,Q837,Nepal,landlocked country,نيبال,Nepal,Nepal,Népal,Nepal,ネパール
5791,Q659503,bird egg,food ingredient,بيضة طائر,Vogelei,huevo de ave,œuf d'oiseau,,鳥の卵
5792,Q699743,Duke Charles Louis Frederick of Mecklenburg,human,الدوق كارل لودفيغ فريدرخ من مكلنبورغ,Karl zu Mecklenburg,Carlos Luis Federico de Mecklemburgo,Charles Ier de Mecklembourg-Strelitz,Carlo Ludovico Federico di Meclemburgo-Strelitz,カール・ツー・メクレンブルク＝シュトレーリッツ
5793,Q1536,Coordinated Universal Time,time standard,توقيت عالمي منسق,koordinierte Weltzeit,tiempo universal coordinado,temps universel coordonné,Tempo coordinato universale,協定世界時
5794,Q15958739,Tzistarakis Mosque,mosque,مسجد تزيستاراكيس,Tzistarakis-Moschee,Mezquita Tzistarakis,mosquée Tzistarakis,Moschea Tzistarakis,ツィスタラキス・モスク
5795,Q214174,Yoshi,Mario franchise character,يوشي,Yoshi,Yoshi,Yoshi,Yoshi,ヨッシー
5796,Q101236024,Carmel: Who Killed Maria Marta?,miniseries,,Carmel: Wer hat María Marta umgebracht?,Carmel ¿Quién mató a María Marta?,Le Crime du Carmel Country Club,Carmel: Chi ha ucciso María Marta?,カルメルの闇: 誰がマリア・マルタを殺したのか?
5797,Q19786,Old Testament,literary work,العهد القديم,Altes Testament,Antiguo Testamento,Ancien Testament,Antico Testamento,旧約聖書
5798,Q4447,Despicable Me,animated film,أنا الحقير,Ich – Einfach unverbesserlich,Despicable Me,"Moi, moche et méchant",Cattivissimo me,怪盗グルーの月泥棒 3D
5799,Q82630,Snail on the Slope,literary work,,Die Schnecke am Hang,,L’Escargot sur la pente,Il Direttorato,
5800,Q47231,Odysseus,mythological Greek character,أوديسيوس,Odysseus,Odiseo,Ulysse,Ulisse,オデュッセウス
5801,Q1061693,Gay Science,literary work,العلم المرح,Die fröhliche Wissenschaft,La gaya ciencia,Le Gai Savoir,La gaia scienza,悦ばしき知識
5802,Q12101199,That Awkward Moment,film,تلك اللحظة المحرجة,Für immer Single?,Las novias de mis amigos,Célibataires... ou presque,Quel momento imbarazzante,恋人まで1%
5803,Q2103249,Saved by the Bell: Wedding in Las Vegas,television film,,California College – Hochzeit in Las Vegas,Salvado por la campana: Boda en Las Vegas,,Bayside School - Matrimonio a Las Vegas,パニック・ウェディング
5804,Q2172,Lance Armstrong,human,لانس آرمسترونج,Lance Armstrong,Lance Armstrong,Lance Armstrong,Lance Armstrong,ランス・アームストロング
5805,Q4146892,Tsiolkovsky State Museum of the History of Cosmonautics,technology museum,,,,musée d'État de l'histoire de l'astronautique C.E. Tsiolkovski,,
5806,Q2987314,Supraśl Orthodox Monastery,monastery,,Kloster Mariä Verkündigung,Monasterio de la Asunción de Supraśl,monastère de l'Annonciation de Supraśl,,
5807,Q816122,Belogorsky Monastery,Eastern Orthodox monastery,,Belogorski-Kloster,,,,
5808,Q2857890,Anything Goes,film,,Broadway-Zauber,Entre rivales todo vale,Quadrille d'amour,Quadriglia d'amore,夜は夜もすがら
5809,Q579068,Rear Window,television film,,Das Fenster zum Hof,La Ventana de Enfrente,Fenêtre sur cour,La finestra sul cortile,
5810,Q11789119,License to Kill,television film,تصريح بالقتل (فيلم),Lizenz zum Töten – Wie Israel seine Feinde liquidiert,,,,
5811,Q2009789,Bartok the Magnificent,animated film,بارتوك العظيم,"Bartok, der Großartige","Bartok, el Magnífico",Bartok le magnifique,Bartok il magnifico,バルトーク・ザ・マジシャン
5812,Q107282,coat of arms of Botswana,national coat of arms,شعار بوتسوانا,Wappen Botswanas,Escudo de Botsuana,Armoiries du Botswana,stemma del Botswana,ボツワナの国章
