source,target
South Africa*|*Nigeria,Afrique du Sud*|*Nigeria
Brazil*|*Australia,Brésil*|*continent australien
Germany*|*Spain,Allemagne*|*Espagne
Canadian*|*Ontario,Canadiens*|*lac Ontario
Lake Tanganyika*|*Lake Nyasa,lac Tanganyika*|*lac Malawi
African*|*Gambia*|*Rwanda,Africains*|*Gambie*|*Rwanda
Mississippi River*|*Colorado River,Mississippi*|*Colorado
Danube River,Danube
Brazil*|*Mexico,Brésil*|*Mexico
Brazil*|*Mexico,Brésil*|*Mexico
USA*|*China,États-Unis*|*république populaire de Chine
USA*|*Russia,États-Unis*|*Empire russe
Missouri River*|*Mississippi River,rivière Missouri*|*Mississippi
Atlantic Ocean*|*Pacific Ocean,océan Atlantique*|*océan Pacifique
Pakistan*|*Brazil,Pakistan*|*Brésil
Japan*|*South Korea,Honshū*|*Corée du Sud
Germany*|*France,Allemagne*|*Cinquième République
China,république populaire de Chine
Hawaii,royaume d'Hawaï
South Asia,Asie du Sud
Mexico,Mexico
Caspian Sea,mer Caspienne
Arctic Circle,Cercle Arctique
United States,États-Unis
,
Mexico,Mexico
,
Great Britain,Royaume-Uni
U.S.*|*New England,États-Unis*|*Nouvelle-Angleterre
Mississippi River,Mississippi
,
Hawaii,royaume d'Hawaï
United States,États-Unis
Japan,Honshū
U.S.,États-Unis
Africa,Afrique
Asia,Asie
Hawaii,royaume d'Hawaï
Africa,Afrique
Egypt,Égypte
,
,
California,Californie
Australia,continent australien
Caribbean,Caraïbes
USA,États-Unis
,
New Guinea,Nouvelle-Guinée
Great Lakes*|*Lake Ontario,Grands Lacs*|*lac Ontario
Southeastern Asia,Asie du Sud-Est
West Africa*|*British,Afrique de l'Ouest*|*britannique
Western Europe*|*European Union,Europe de l'Ouest*|*Union européenne
United Kingdom*|*Christian,Royaume-Uni*|*christianisme
Scandinavia,Scandinavie
,
U.S.,États-Unis
United States,États-Unis
U.S.,États-Unis
,
North America*|*Florida,Amérique du Nord*|*Floride
Hawaii,royaume d'Hawaï
Pennsylvania,Pennsylvanie
,
Italy,Italie
United States,États-Unis
Great Lakes*|*U.S.,Grands Lacs*|*États-Unis
,
United States*|*North America,États-Unis*|*Amérique du Nord
U.S.,États-Unis
America*|*Hawaii,États-Unis*|*royaume d'Hawaï
Italy*|*Italy,Italie*|*Italie
Earth,Black Sabbath
Italy,Italie
Greece*|*Turkey,Grèce antique*|*Turquie
Zambia*|*Indian Ocean*|*Africa,Zambie*|*océan Indien*|*Afrique
U.S.,États-Unis
North America,Amérique du Nord
Asia,Asie
U.S.,États-Unis
U.S.,États-Unis
United States,États-Unis
Ecuador*|*South America,Équateur*|*Amérique du Sud
Andes*|*English,cordillère des Andes*|*Anglais
Egypt*|*Africa,Égypte*|*Afrique
U.S.*|*North America,États-Unis*|*Amérique du Nord
Montana*|*Mississippi River*|*St. Louis,Montana*|*Mississippi*|*Saint-Louis
United States*|*Alaska,États-Unis*|*Alaska
Georgia*|*Tennessee,Géorgie*|*Tennessee
Southeast Asia*|*Petronas Towers,Asie du Sud-Est*|*tours Petronas
South America,Amérique du Sud
Japan,Honshū
Sudan*|*Egypt,Soudan*|*Égypte
,
Asia,Asie
Union*|*Yosemite National Park,Union*|*parc national de Yosemite
Mount Rushmore,mont Rushmore
Yosemite National Park,parc national de Yosemite
Zion National Park,parc national de Zion
White Mountains*|*New Hampshire,montagnes Blanches*|*New Hampshire
Germany,Allemagne
Minnesota*|*North America,Minnesota*|*Amérique du Nord
Alps*|*Austria,Alpes*|*Autriche-Hongrie
U.S.*|*Gulf of Mexico,États-Unis*|*golfe du Mexique
Hawaii*|*Hawaii,royaume d'Hawaï*|*royaume d'Hawaï
Mediterranean Sea,mer Méditerranée
Himalayas,Himalaya
Mount Vesuvius,Vésuve
,
Japan,Honshū
Pacific Northwest*|*United States,Nord-Ouest Pacifique*|*États-Unis
U.S.*|*Great Lakes*|*North America,États-Unis*|*Grands Lacs*|*Amérique du Nord
Pennsylvania,Pennsylvanie
Florida,Floride
America,États-Unis
Russia*|*Ulaanbaatar,Empire russe*|*Oulan-Bator
Baltic Sea*|*Stockholm,mer Baltique*|*Stockholm
Antarctica,Antarctique
,
Asia,Asie
,
China,république populaire de Chine
Mount Rushmore,mont Rushmore
Mount Vesuvius,Vésuve
,
Mount Everest,Everest
Dubai,Dubaï
Trinity River,Trinity
Yosemite National Park,parc national de Yosemite
Spain,Espagne
Italy,Italie
United States,États-Unis
U.S.,États-Unis
U.S.,États-Unis
Mount Hood,mont Hood
USA,États-Unis
USA,États-Unis
,
USA,États-Unis
,
,
Africa,Afrique
,
,
,
Hawaii,royaume d'Hawaï
United States,États-Unis
,
,
,
Asia,Asie
,
,
,
,
Mount Fuji,mont Fuji
,
South America,Amérique du Sud
Africa,Afrique
Asia,Asie
,
,
India,Inde
United Kingdom,Royaume-Uni
United States,États-Unis
Africa,Afrique
,
South Korea,Corée du Sud
United States,États-Unis
Africa,Afrique
Asia,Asie
South America,Amérique du Sud
United States,États-Unis
,
,
,
,
England,royaume d'Angleterre
North Dakota,Dakota du Nord
China,république populaire de Chine
South America,Amérique du Sud
Hawaii,royaume d'Hawaï
Hawaii,royaume d'Hawaï
,
North America,Amérique du Nord
Asia,Asie
North America,Amérique du Nord
Barcelona*|*Spain,FC Barcelone*|*Espagne
Canberra*|*Australia,Canberra*|*continent australien
Ireland*|*United Kingdom,Irlande*|*Royaume-Uni
Spain,Espagne
Mount Everest,Everest
Mount Rushmore*|*South Dakota,mont Rushmore*|*Dakota du Sud
Death Valley*|*Washington,vallée de la Mort*|*Washington
Germany,Allemagne
Lake Baikal,lac Baïkal
Bonn*|*Germany,Bonn*|*Allemagne
Mogadishu*|*Somalia,Mogadiscio*|*Somalie
Scotland*|*United Kingdom,Royaume d'Écosse*|*Royaume-Uni
Alaska*|*United States of America,Alaska*|*États-Unis
Wyoming*|*United States of America,Wyoming*|*États-Unis
Rocky Mountains*|*Europe,montagnes Rocheuses*|*Union européenne
Antarctica,Antarctique
Australia*|*Southern Hemisphere,continent australien*|*hémisphère sud
Italy,Italie
Minnesota*|*United States,Minnesota*|*États-Unis
Hawaii,royaume d'Hawaï
Mississippi River,Mississippi
Cuba*|*Caribbean,Cuba*|*Caraïbes
Maine*|*Moosehead Lake,Maine*|*lac de Moosehead
Mexico*|*South America,Mexico*|*Amérique du Sud
Oslo*|*Norway,Oslo*|*Norvège
New Delhi*|*India,New Delhi*|*Inde
Rome*|*China,République romaine*|*république populaire de Chine
Nile River*|*Africa,Nil*|*Afrique
Amazon River*|*South America,Amazone*|*Amérique du Sud
United States of America*|*Bill Clinton*|*Barack Obama,États-Unis*|*Bill Clinton*|*Barack Obama
Alaska*|*Hawaii,Alaska*|*royaume d'Hawaï
United States*|*France,États-Unis*|*Cinquième République
Iowa*|*Florida,Iowa*|*Floride
California*|*Congress*|*Montana,Californie*|*Congrès des États-Unis*|*Montana
Winston Churchill*|*UK*|*World War 1,Winston Churchill*|*Royaume-Uni*|*Première Guerre mondiale
,
,
Virginia,Virginie
California,Californie
U.S. Supreme Court,Cour suprême des États-Unis
U.S.,États-Unis
U.S.*|*Virginia,États-Unis*|*Virginie
U.S.,États-Unis
U.S.*|*Pulitzer Prize,États-Unis*|*prix Pulitzer
United States,États-Unis
United States,États-Unis
United States,États-Unis
White House,Maison-Blanche
U.S.,États-Unis
U.S.*|*Donald Trump,États-Unis*|*nan
Nancy Pelosi*|*House,Nancy Pelosi*|*Chambre des représentants
,
Olympics,Jeux olympiques
California*|*Hispanic,Californie*|*hispanique
African American*|*Georgia,Afro-Américains*|*Géorgie
Union Army,Armée de l'Union
Florida,Floride
California*|*Democrats,Californie*|*Parti démocrate
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
Pennsylvania,Pennsylvanie
Pennsylvania*|*Democrat,Pennsylvanie*|*Parti démocrate
Ohio,Ohio
New York,New York
United States,États-Unis
,
U.S.,États-Unis
Trump,nan
,
,
,
Trump,nan
West Virginia,Virginie-Occidentale
Alaska*|*Democrat,Alaska*|*Parti démocrate
,
Howard University,université Howard
California,Californie
Virginia,Virginie
Hyde Park*|*New York*|*United States,Hyde Park*|*New York*|*États-Unis
,
California,Californie
,
House*|*California*|*House,Chambre des représentants*|*Californie*|*Chambre des représentants
California,Californie
California*|*Terminator,Californie*|*Terminator
United States*|*Asian American,États-Unis*|*Asio-Américains
U.S.*|*California*|*Trinity Washington University,États-Unis*|*Californie*|*Trinity Washington University
American*|*Republican Party,Américains*|*Parti républicain
,
African American*|*Democrat,Afro-Américains*|*Parti démocrate
California,Californie
U.S.*|*Senate*|*Senate,États-Unis*|*Sénat des États-Unis*|*Sénat des États-Unis
United Nations Economic and Social Council*|*Ronald Reagan,Conseil économique et social des Nations unies*|*Ronald Reagan
United States*|*Illinois,États-Unis*|*Illinois
U.S.*|*United States,États-Unis*|*États-Unis
California*|*Terminator*|*Terminator,Californie*|*Terminator*|*Terminator
United States*|*Kings Row,États-Unis*|*Crimes sans châtiment
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
Joe Biden*|*United States,Joe Biden*|*États-Unis
United States*|*September 11,États-Unis*|*attentats du 11 septembre 2001
United States,États-Unis
,
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
,
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
United States,États-Unis
USA,États-Unis
,
California,Californie
U.S.,États-Unis
,
American*|*United States,Américains*|*États-Unis
,
United States,États-Unis
African American*|*United States,Afro-Américains*|*États-Unis
Russia,Empire russe
U.S.*|*Nobel Peace Prize,États-Unis*|*prix Nobel de la paix
African-American*|*Supreme Court,Afro-Américains*|*Cour suprême des États-Unis
American,Américains
United States of America,États-Unis
United States of America,États-Unis
,
United States,États-Unis
United States,États-Unis
George W. Bush*|*U.S.,George W. Bush*|*États-Unis
Hispanic,hispanique
United States,États-Unis
United States,États-Unis
United States,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.*|*Senate,États-Unis*|*Sénat des États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
U.S.,États-Unis
United States*|*North Korea,États-Unis*|*Corée du Nord
U.S.,États-Unis
United States,États-Unis
U.S.,États-Unis
United States,États-Unis
U.S.,États-Unis
Supreme Court of the United States,Cour suprême des États-Unis
Supreme Court of the United States,Cour suprême des États-Unis
White House,Maison-Blanche
White House,Maison-Blanche
U.S.,États-Unis
,
United States,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
United States,États-Unis
United States,États-Unis
U.S.,États-Unis
,
United States Congress,Congrès des États-Unis
United Kingdom,Royaume-Uni
Bill Clinton*|*United States,Bill Clinton*|*États-Unis
Donald Trump*|*United States,nan*|*États-Unis
Hillary Clinton,Hillary Clinton
United States,États-Unis
United States,États-Unis
Jewish*|*U.S.,Juifs*|*États-Unis
Elizabeth II*|*United Kingdom,Élisabeth II*|*Royaume-Uni
U.S.*|*Nobel Peace Prize,États-Unis*|*prix Nobel de la paix
Theodore Roosevelt*|*U.S.*|*Nobel Peace Prize,Theodore Roosevelt*|*États-Unis*|*prix Nobel de la paix
Hillary Clinton,Hillary Clinton
China,république populaire de Chine
Shinzō Abe*|*Japan,Shinzō Abe*|*Honshū
Russia,Empire russe
United States,États-Unis
Japanese*|*Japan,Japonais*|*Honshū
India,Inde
BJP*|*India,Bharatiya Janata Party*|*Inde
,
Ecuador,Équateur
United States Senate,Sénat des États-Unis
Italian-American*|*United States,Italo-Américain*|*États-Unis
Russia,Empire russe
United Kingdom*|*European Union,Royaume-Uni*|*Union européenne
United States of America,États-Unis
United States of America,États-Unis
California,Californie
Academy Awards*|*Leonardo DiCaprio,Oscars du cinéma*|*Leonardo DiCaprio
James Bond*|*Scotland,James Bond*|*Royaume d'Écosse
Lord of the Rings,Le Seigneur des anneaux
La La Land,Los Angeles
Beyoncé*|*Lemonade,Beyoncé*|*Lemonade
Blackpink*|*South Korea,Blackpink*|*Corée du Sud
Tom Brady*|*Tampa Bay Buccaneers,Tom Brady*|*Buccaneers de Tampa Bay
Manchester United*|*Euro 2020*|*England,Manchester United FC*|*championnat d'Europe de football 2020*|*royaume d'Angleterre
Grand Slam*|*Serena Williams,Grand Chelem de tennis*|*Serena Williams
Needham*|*Massachusetts,Needham*|*Massachusetts
Manchester United*|*Euro 2020*|*England,Manchester United FC*|*championnat d'Europe de football 2020*|*royaume d'Angleterre
Simone Biles*|*Olympics,Simone Biles*|*Jeux olympiques
U.S.*|*Bernie Sanders,États-Unis*|*Bernie Sanders
University of Delaware,université du Delaware
U.S.*|*WWII,États-Unis*|*Seconde Guerre mondiale
United States,États-Unis
,
U.S.,États-Unis
The Inheritance Cycle,L'Héritage
,
Nobel Prize,prix Nobel
Robert Frost*|*Pulitzer Prize,Robert Frost*|*prix Pulitzer
Mont Blanc*|*Mount Rainier,mont Blanc*|*mont Rainier
Central America,Amérique centrale
South America*|*Spanish,Amérique du Sud*|*espagnol
Germany*|*Europe,Allemagne*|*Union européenne
Mount Rainier,mont Rainier
Mount Vesuvius,Vésuve
U.S.,États-Unis
Nile River,Nil
,
George III*|*Victoria,George III*|*Victoria
Roman Republic*|*BC,République romaine*|*Colombie-Britannique
First Triumvirate,Premier triumvirat
Britain,Royaume-Uni
Henry VIII,Henri VIII
Henry VIII*|*Anne Boleyn,Henri VIII*|*Anne Boleyn
Henry VIII,Henri VIII
Egypt,Égypte
Henry VIII,Henri VIII
Julius Caesar*|*Rome,Jules César*|*République romaine
Italy*|*World War II,Italie*|*Seconde Guerre mondiale
U.S.,États-Unis
World War II,Seconde Guerre mondiale
United States,États-Unis
Rough Riders*|*Spanish American War,Rough Riders*|*guerre hispano-américaine
Theodore Roosevelt*|*United States,Theodore Roosevelt*|*États-Unis
U.S.,États-Unis
U.S.*|*WWI,États-Unis*|*Première Guerre mondiale
U.S.,États-Unis
,
Mexico,Mexico
Brazil,Brésil
Argentina,Argentine
Colombia,Colombie
USA,États-Unis
Harry Potter*|*Hufflepuff*|*Harry Potter*|*Neville Longbottom,Harry Potter*|*Poufsouffle*|*Harry Potter*|*Neville Londubat
Harry Potter*|*Department of Magical Law Enforcement*|*Susan Bones,Harry Potter*|*Département de la justice magique*|*Susan Bones
Harry Potter*|*Slytherin*|*Dolores Umbridge*|*Inquisitorial Squad,Harry Potter*|*Serpentard*|*Dolores Ombrage*|*brigade inquisitoriale
Harry Potter*|*Amycus Carrow,Harry Potter*|*Amycus Carrow
Harry Potter*|*Gryffindor,Harry Potter*|*Gryffondor
,
New York City,New York
Sisterhood of the Traveling Pants*|*Rhode Island School of Design,Quatre Filles et un jean*|*École de design de Rhode Island
Mercutio*|*Romeo and Juliet,Mercutio*|*Roméo et Juliette
CIA*|*Colombia,Central Intelligence Agency*|*Colombie
,
Great Gatsby*|*North Dakota,Gatsby le Magnifique*|*Dakota du Nord
Star Wars,"Star Wars, épisode IV : Un nouvel espoir"
A Song of Ice and Fire*|*House Stark,Le Trône de fer*|*maison Stark
Harry Potter*|*Hogwarts,Harry Potter*|*Poudlard
Harry Potter*|*Daily Prophet,Harry Potter*|*La Gazette du Sorcier
Harry Potter*|*Hogwarts School of Witchcraft and Wizardry*|*Severus Snape,Harry Potter*|*Poudlard*|*Severus Rogue
Harry Potter*|*Salazar Slytherin*|*Elder Wand,Harry Potter*|*Salazar Serpentard*|*baguette de Sureau
Harry Potter*|*Diagon Alley*|*Horcrux,Harry Potter*|*Chemin de Traverse*|*Horcruxe
Margaret Thatcher*|*United Kingdom,Margaret Thatcher*|*Royaume-Uni
George W. Bush*|*U.S.,George W. Bush*|*États-Unis
China,république populaire de Chine
John Adams*|*United States,John Quincy Adams*|*États-Unis
U.S.*|*Muslim,États-Unis*|*musulman ou musulmane
Brazil,Brésil
The Slider,The Slider
,
Orlando Bloom,Orlando Bloom
Eternals,Les Éternels
Gone with the Wind,Autant en emporte le vent
,
England,royaume d'Angleterre
Wales,pays de Galles
,
California,Californie
Lake Michigan,lac Michigan
California,Californie
,
Augustus,Auguste
Tiberius,Tibère
Septimius Severus,Septime Sévère
United States,États-Unis
Backstreet Boys*|*U.S.,Backstreet Boys*|*États-Unis
California*|*Rhode Island,Californie*|*Rhode Island
U.S.*|*Andrew Johnson,États-Unis*|*Andrew Johnson
John Adams*|*U.S.*|*Thomas Jefferson,John Quincy Adams*|*États-Unis*|*Thomas Jefferson
Usain Bolt,Usain Bolt
Cristiano Ronaldo,Cristiano Ronaldo
Africa*|*FIFA World Cup,Afrique*|*Coupe du monde de football
Academy Awards*|*Saving Private Ryan,Oscars du cinéma*|*Il faut sauver le soldat Ryan
Academy Awards*|*Russell Crowe,Oscars du cinéma*|*Russell Crowe
Egypt,Égypte
England,royaume d'Angleterre
,
U.S.,États-Unis
U.S.,États-Unis
England*|*World War 2,royaume d'Angleterre*|*Seconde Guerre mondiale
U.S.*|*World War 1,États-Unis*|*Première Guerre mondiale
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
Canadian,Canadiens
Battle of New Orleans*|*War of 1812,bataille de La Nouvelle-Orléans*|*guerre anglo-américaine de 1812
Theodore Roosevelt,Theodore Roosevelt
French*|*French Revolution,français*|*Révolution française
Germany,Allemagne
Sidney Crosby,Sidney Crosby
Washington Capitals,Capitals de Washington
World Series*|*Philadelphia Phillies,Série mondiale*|*Phillies de Philadelphie
,
Final Fantasy,Final Fantasy
Mass Effect*|*Commander Shepard,Mass Effect*|*Commandant Shepard
Philadelphia Phillies,Phillies de Philadelphie
New York Jets,Jets de New York
Memphis Grizzlies,Grizzlies de Memphis
Philadelphia Flyers,Flyers de Philadelphie
Philadelphia Eagles,Eagles de Philadelphie
Los Angeles Clippers,Clippers de Los Angeles
Boston Celtics,Celtics de Boston
New York Knicks,Knicks de New York
Houston Rockets,Rockets de Houston
Houston Astros,Astros de Houston
World Series*|*Red Sox,Série mondiale*|*Red Sox de Boston
MLB*|*World Series,Ligue majeure de baseball*|*Série mondiale
,
Lewis Hamilton,Lewis Hamilton
Usain Bolt,Usain Bolt
Catcher in the Rye,L'Attrape-cœurs
,
Wuthering Heights,Les Hauts de Hurlevent
Pride and Prejudice,Orgueil et Préjugés
Pulitzer Prize,prix Pulitzer
,
,
Lord of the Rings,Le Seigneur des anneaux
Lord of the Rings,Le Seigneur des anneaux
Jedi Apprentice,Les Apprentis Jedi
Jedi Apprentice,Les Apprentis Jedi
,
,
Mega Man*|*U.S.,Mega Man*|*États-Unis
Mega Man*|*U.S.,Mega Man*|*États-Unis
Mega Man*|*U.S.,Mega Man*|*États-Unis
Mega Man*|*U.S.,Mega Man*|*États-Unis
,
,
,
Yoshi,Yoshi
GTA*|*The Incredibles,Grand Theft Auto*|*Les Indestructibles
Street Fighter,Street Fighter
Street Fighter*|*Thailand,Street Fighter*|*Thaïlande
,
Animal Crossing: New Horizons,Animal Crossing: New Horizons
Animal Crossing: New Horizons,Animal Crossing: New Horizons
Mount Kilimanjaro*|*Africa,Kilimanjaro*|*Afrique
Caspian Sea*|*North America,mer Caspienne*|*Amérique du Nord
Asia*|*Earth,Asie*|*Black Sabbath
Montreal*|*Canada,Montréal*|*Canada
Mount Rushmore*|*Colorado,mont Rushmore*|*Colorado
Mississippi River*|*North America,Mississippi*|*Amérique du Nord
Mount Everest*|*Asia,Everest*|*Asie
Los Angeles*|*California,Los Angeles*|*Californie
Mark Antony,Marc Antoine
Fulvia,Fulvie
Japan,Honshū
Sparta,Sparte
Persian Empire,Empire achéménide
,
Henry VIII,Henri VIII
Henry VIII,Henri VIII
Henry VIII,Henri VIII
USA,États-Unis
USA,États-Unis
