id,name,ar,de,es,fr,it,ja,ko,th,tr,zh
Q472228,The Mysterious Affair at Styles,قضية ستايلز الغامضة,Das fehlende Glied in der Kette,El misterioso caso de Styles,La Mystérieuse Affaire de Styles,Poirot a Styles Court,スタイルズ荘の怪事件,스타일스 저택의 괴사건,,Styles'teki Esrarengiz Vaka,斯泰尔斯的神秘案件
Q4886745,Ibn Yusuf Mosque,مسجدأبن يوسف,,Mezquita de Ben Youssef,mosquée Ben youssef,,,,,Bin Yusuf Camii,本·优素福清真寺
Q48928053,Pokémon the Movie: The Power of Us,فيلم بوكيمون: قصة كل شخص,Pokémon – Der Film: Die Macht in uns,Pokémon: El poder de todos,"Pokémon, le film : Le pouvoir est en nous",Il film Pokémon - In ognuno di noi,劇場版ポケットモンスター みんなの物語,극장판 포켓몬스터: 모두의 이야기,โปเกมอน เดอะมูฟวี่ ตอน เรื่องราวแห่งผองเรา,Pokémon Filmi: Birlikten Kuvvet Doğar,劇場版 精靈寶可夢 我們的故事
Q477959,Shaun the Sheep,الخروف شون,Shaun das Schaf,La oveja Shaun,Shaun le mouton,"Shaun, vita da pecora",ひつじのショーン,못말리는 어린양 숀,แกะซ่าฮายกก๊วน,Koyun Shaun,小羊肖恩
Q479179,May Queen,,Maikönigin,Maya,,Regina di maggio,メイ・クイーン,메이퀸,,Mayıs Kraliçesi,五月女王
Q482780,Blade of the Phantom Master,شفرة السيد الشبح,Shin Angyo Onshi,Shin Angyo Onshi,Le Nouvel Angyo Onshi,,新暗行御史,신암행어사,ตุลาการทมิฬ,Shin Angyō Onshi,新暗行御史
Q483329,The Merchant of Joseon,التاجر,,Sangdo,,,商道,상도,อิมซังอ๊ก ยอดพ่อค้าหัวใจทระนง,Sangdo,商道
Q484823,emblem of Afghanistan,شعار أفغانستان,Wappen Afghanistans,Escudo de Afganistán,armoiries de l'Afghanistan,emblema dell'Afghanistan,アフガニスタンの国章,아프가니스탄의 국장,ตราแผ่นดินของอัฟกานิสถาน,Afganistan arması,阿富汗国徽
Q496696,milk powder,حليب مجفف,Milchpulver,leche en polvo,lait en poudre,latte in polvere,粉乳,분유,นมผง,süt tozu,奶粉
Q497924,A Face in the Crowd,,Ein Gesicht in der Menge,Un rostro en la multitud,Un homme dans la foule,Un volto nella folla,群衆の中の一つの顔,군중 속의 얼굴,,A Face in the Crowd,登龙一梦
Q4794137,Central Dynamo Stadium,ملعب سنترال دينامو,Dynamo-Stadion (Moskau),Estadio Dinamo,stade Dynamo,stadio Dinamo di Mosca,ディナモ・スタジアム,디나모 스타디움,,Dinamo Stadyumu,中央迪納摩體育場
Q497935,What? Where? When?,,Was? Wo? Wann?,,Quoi ? Où ? Quand ?,Čto? Gde? Kogda?,何？何処？何時？,뭘까? 어디서? 언제?,ชโต? กเด? คอกดา?,Aklın Yolu Bir,什么？何处？何时？
Q4700357,Akasya Durağı,,Akasya Duragi,,,,,,,Akasya Durağı,
Q4764781,Animal Cops: Houston,,Tierpolizei Houston,,,,,,,Houston Hayvan Koruma Polisi,
Q4778360,Any Time,,Anytime,Anytime,Anytime,Anytime,,,,Anytime,
Q4791649,Arka Sıradakiler,الصفوف الخلفية,Arka siradakiler,,,,,,,Arka Sıradakiler,
Q4833028,Cathedral of Kars,,Kathedrale von Kars,,cathédrale de Kars,,聖使徒聖堂 (カルス),,,Kümbet Camii,卡爾斯軍部附屬大教堂
Q4835233,The Ice Storm,,,,Tempête de glace,Tempesta di ghiaccio,,,,Buz Fırtınası,
Q4972600,Broca's Brain: Reflections on the Romance of Science,,,El cerebro de Broca,,,,,,Broca'nın Beyni,布罗卡的脑
Q47464862,The Heroic Quest of the Valiant Prince Ivandoe,السعي البطولي للأمير الشجاع آيفاندو,Die heldenhafte Reise des tapferen Prinz Ivandoe,The Heroic Quest of the Valiant Prince Ivandoe,La Quête héroïque du valeureux Prince Ivandoe,Il principe Ivandoe,,"용감한 왕자, 아이반도의 모험 일기",,The Heroic Quest of the Valiant Prince Ivandoe,王子冒險中
Q465395,The Black Cat,القط الأسود,Der schwarze Kater,El gato negro,Le Chat noir,Il gatto nero,黒猫,검은 고양이,,Kara Kedi,黑猫 (短篇小说)
Q466057,Childhood's End,,Die letzte Generation,El fin de la infancia,Les Enfants d'Icare,Le guide del tramonto,幼年期の終り,유년기의 끝,สุดสิ้นกลิ่นน้ำนม,Çocukluğun Sonu,童年末日
Q467248,Pay It Forward,باي إت فورورد,Das Glücksprinzip,Cadena de favores,Un monde meilleur,Un sogno per domani,ペイ・フォワード 可能の王国,아름다운 세상을 위하여,,İyilik Bul,讓愛傳出去
Q468697,Run Lola Run,اركضي لولا,Lola rennt,"Corre, Lola, corre","Cours, Lola, cours",Lola corre,ラン・ローラ・ラン,롤라 런,,Koş Lola Koş,罗拉快跑
Q472031,The Island of the Day Before,,Die Insel des vorigen Tages,La isla del día de antes,L'Île du jour d'avant,L'isola del giorno prima,前日島,,,Önceki Günün Adası,昨日之島
Q476529,Winchester Cathedral,,Kathedrale von Winchester,Catedral de Winchester,cathédrale de Winchester,cattedrale di Winchester,ウィンチェスター大聖堂,윈체스터 대성당,อาสนวิหารวินเชสเตอร์,Winchester Katedrali,溫徹斯特座堂
Q477823,Three Sisters,الأخوات الثلاث,Drei Schwestern,Las tres hermanas,Les Trois Sœurs,Tre sorelle,三人姉妹,세 자매,,Üç Kızkardeş,三姐妹 (戲劇)
Q478381,The Cherry Orchard,بستان الكرز,Der Kirschgarten,El jardín de los cerezos,La Cerisaie,Il giardino dei ciliegi,桜の園,벚꽃 동산,,Vişne Bahçesi,櫻桃園
Q482085,The Caves of Steel,كهوف الصلب,Die Stahlhöhlen,Las bóvedas de acero,Les Cavernes d'acier,Abissi d'acciaio,鋼鉄都市,강철도시,นครโลหะ,Çelik Mağaralar,鋼穴
Q491604,Explorers of the Human Body,,,Exploradores del Cuerpo Humano,,,,인체탐험대,,Explorers of the Human Body,人体探险队
Q495276,Royal Tombs of the Joseon Dynasty,مقابر مملكة جوسون الملكية,Königliche Gräber der Joseon-Dynastie,Tumbas reales de la dinastía Joseon,tombes royales de la dynastie Joseon,Tombe reali della dinastia Joseon,朝鮮王陵,조선왕릉,สุสานหลวงราชวงศ์โชซ็อน,Joseon Hanedanı Kraliyet Mezarları,朝鲜王陵
Q51613,Epistle to the Philippians,الرسالة إلى أهل فيلبي,Brief des Paulus an die Philipper,Epístola a los Filipenses,Épître aux Philippiens,Lettera ai Filippesi,フィリピの信徒への手紙,필립비인들에게 보낸 서간,จดหมายนักบุญเปาโลถึงชาวฟิลิปปี,Filipililer'e Pavlus'un Mektubu,腓立比書
Q51666,historical Jesus,يسوع التاريخي,Jesus von Nazaret,Jesús histórico,Jésus de Nazareth,Gesù storico,ナザレのイエス,역사적 예수,,Tarihî İsa,歷史上的耶穌
Q52316,Rebel Alliance,,Rebellen-Allianz,Alianza Rebelde,Alliance Rebelle,Alleanza Ribelle,反乱同盟軍,반란군 연합,พันธมิตรฟื้นฟูสาธารณรัฐ,Asi Birliği,反抗軍同盟
Q50919,The Tragical History of Doctor Faustus,دكتور فاوستس,Die tragische Historie vom Doktor Faustus,La trágica historia del doctor Fausto,La Tragique Histoire du docteur Faust,La tragica storia del Dottor Faust,フォースタス博士,,,Doctor Faustus,浮士德博士悲劇
Q51543,The Cat Returns,عودة القط,Das Königreich der Katzen,Haru en el reino de los gatos,Le Royaume des chats,La ricompensa del gatto,猫の恩返し,고양이의 보은,เนะโกะโนะอนกะเอะชิ,Baron: Kedi Döner,猫的报恩
Q52347,Galactic Empire,,Galaktisches Imperium,Imperio Galáctico,Empire galactique,Impero Galattico,銀河帝国,은하제국,จักรวรรดิกาแลกติก,Galaktik İmparatorluk,銀河帝國
Q52890,Gustaf V of Sweden,غوستاف الخامس ملك السويد,Gustav V.,Gustavo V de Suecia,Gustave V de Suède,Gustavo V di Svezia,グスタフ5世,구스타프 5세,สมเด็จพระเจ้ากุสตาฟที่ 5 แห่งสวีเดน,V. Gustav,古斯塔夫五世
Q53437,Augustus II the Strong,أغسطس الثاني القوي,August der Starke,Augusto II de Polonia,Auguste II de Pologne,Augusto II di Polonia,アウグスト2世,아우구스트 2세,พระเจ้าออกัสตัสที่ 2 แห่งโปแลนด์,II. August,奥古斯特二世
Q53455,Casimir I the Restorer,,Kasimir I.,Casimiro I el Restaurador,Casimir Ier le Restaurateur,Casimiro I di Polonia,カジミェシュ1世,카지미에시 1세,,I. Kazimierz,卡齊米日一世
Q54040,Wenceslaus III of Bohemia,فاكلاف الثالث ملك بوهيميا,Wenzel III.,Wenceslao III de Bohemia,Venceslas III de Bohême,Venceslao III di Boemia,ヴァーツラフ3世,바츨라프 3세,พระเจ้าวาตส์ลัฟที่ 3 แห่งโบฮีเมีย,III. Wacław,瓦茨拉夫三世
Q498891,coat of arms of Northern Cyprus,,Emblem der Türkischen Republik Nordzypern,Escudo de la República Turca del Norte de Chipre,Armoiries de la république turque de Chypre du nord,stemma di Cipro del Nord,北キプロスの国章,북키프로스의 국장,,Kuzey Kıbrıs Türk Cumhuriyeti arması,北賽普勒斯國徽
Q500983,Faisal Mosque,مسجد الملك فيصل,Faisal-Moschee,Mezquita Faisal,mosquée Faisal,moschea Faysal,ファイサル・モスク,파이잘 모스크,มัสยิดฟัยศ็อล,Faysal Camii,費薩爾清真寺
Q501514,The Lightning Thief,لص البرق,Percy Jackson – Diebe im Olymp,El ladrón del rayo,Le Voleur de foudre,Percy Jackson e gli dei dell'Olimpo: il ladro di fulmini (romanzo),盗まれた雷撃,,เพอร์ซีย์ แจ็กสัน กับสายฟ้าที่หายไป,Şimşek Hırsızı,波西傑克森—神火之賊
Q501663,Thomas & Friends,توماس والأصدقاء,"Thomas, die kleine Lokomotive",Thomas y sus amigos,Thomas et ses amis,Il trenino Thomas,きかんしゃトーマス,토마스와 친구들,โธมัสยอดหัวรถจักร,Thomas ve Arkadaşları,火車頭日記
Q54048,Władysław I the Elbow-high,فواديسواف الأول,Władysław I. Ellenlang,Vladislao I de Polonia,Ladislas Ier,Ladislao I di Polonia,ヴワディスワフ1世,브와디스와프 1세,,I. Władysław,瓦迪斯瓦夫一世
Q508846,truck driver,سائق شاحنة,Fernfahrer,camionero,chauffeur ou chauffeuse de poids lourd,autotrasportatore,トラック運転手,트럭 운전사,,Kamyon şoförü,货车司机
Q503033,The Final Countdown,,Der letzte Countdown,El final de la cuenta atrás,"Nimitz, retour vers l'enfer",Countdown dimensione zero,ファイナル・カウントダウン,최후의 카운트다운,,Beklenmeyen Baskın,碧血長天
Q506087,Henry I of Cyprus,,Heinrich I.,Enrique I de Chipre,Henri Ier de Chypre,Enrico I di Cipro,アンリ1世,앙리 1세,,I. Henri,塞浦路斯的亨利一世
Q506207,Parkinson's law,قانون باركنسون,Parkinsonsche Gesetze,Ley de Parkinson,loi de Parkinson,La legge di Parkinson,パーキンソンの法則,파킨슨의 법칙,,Parkinson yasası,帕金森定理
Q506505,The Comedy of Errors,كوميديا الأخطاء,Die Komödie der Irrungen,La comedia de las equivocaciones,La Comédie des erreurs,La commedia degli errori,間違いの喜劇,실수 연발,,Yanlışlıklar Komedisi,錯誤的喜劇
Q506865,All's Well That Ends Well,الأمور بخواتمها,"Ende gut, alles gut",A buen fin no hay mal tiempo,Tout est bien qui finit bien,Tutto è bene quel che finisce bene,終わりよければ全てよし,끝이 좋으면 다 좋아,,Sonu İyi Biterse,終成眷屬
Q5338336,Grand Synagogue of Edirne,,Große Synagoge,Gran Sinagoga de Edirne,Grande synagogue d'Edirne,sinagoga grande di Edirne,,,,Edirne Büyük Sinagogu,埃迪爾內猶太會堂
Q50822571,The Last Kids on Earth,,"Jack, der Monsterschreck",Los últimos frikis del mundo,,Gli ultimi ragazzi sulla Terra,ラスト・キッズ・オン・アース,지구 최후의 아이들,,Dünya Üzerindeki Son Çocuklar,地表最後少年
Q52238671,Littlest Pet Shop: A World of Our Own,,Littlest Pet Shop: A World of Our Own,Littlest Pet Shop: A World of Our Own,Littlest Petshop : Un monde à nous !,,,리틀 펫샵: 우리만의 세상,,Littlest Pet Shop,小布的宠物世界：我们自己的世界
Q53587786,Poupelle of Chimney Town,,,Poupelle y la ciudad de las chimeneas,Poupelle et la ville sans ciel,,えんとつ町のプペル,굴뚝마을의 푸펠,ปูเปลล์ มนุษย์ขยะแห่งเมืองปล่องควัน,Baca Kasabası'nın Çöpadam'ı,煙囪小鎮的普佩
Q54489141,The Personal History of David Copperfield,,David Copperfield – Einmal Reichtum und zurück,,L'Histoire personnelle de David Copperfield,La vita straordinaria di David Copperfield,どん底作家の人生に幸あれ!,더 퍼스널 히스토리 오브 데이비드 코퍼필드,,David Copperfield'ın Çok Kişisel Hikayesi,大卫·科波菲尔的个人史
Q514043,Anne of Green Gables,شما في البراري الخضراء,Anne mit den roten Haaren,Ana de las Tejas Verdes,Anne… la maison aux pignons verts,Anna dai capelli rossi,赤毛のアン,빨강머리 앤,,Yeşilin Kızı Anne (anime),清秀佳人
Q518086,Stephen Tomašević of Bosnia,,Stjepan Tomašević,Esteban Tomašević,Étienne Tomašević,Stefano Tomašević,スチェパン・トマシェヴィチ,,,Stjepan Tomašević,斯特凡·托马舍维奇
Q536820,John IV of Trebizond,يوحنا الرابع ميغاس كومنينوس,Johannes IV.,Juan IV de Trebisonda,Jean IV de Trébizonde,Giovanni IV di Trebisonda,ヨハネス4世,,,Trabzonlu IV. Yuhannes Komnenos,约翰四世
Q538266,Black Orpheus,أورفيوس الأسود,Orfeu Negro,Orfeo negro,Orfeu Negro,Orfeo negro,黒いオルフェ,흑인 오르페,Orfeu Negro,Siyah Orfe,黑人奧爾菲
Q538499,War of Wrath,,Krieg des Zorns,Guerra de la Cólera,Guerre de la Grande Colère,Guerra d'Ira,怒りの戦い,분노의 전쟁,,Öfke Savaşı,憤怒之戰
Q5121359,Circassian music,,,música circasiana,,,,,,Çerkez müziği,
Q5238309,Knave of Hearts,,Herzbube,Jota de corazones,,Fante di cuori,ハートのジャック,,,Yürek Oğlanı,紅心武士
Q512475,Nicholas and Alexandra,نيكولاس وأليكساندرا,Nikolaus und Alexandra,Nicolás y Alejandra,Nicolas et Alexandra,Nicola e Alessandra,ニコライとアレクサンドラ,니콜라스와 알렉산드라,,Nicholas and Alexandra,宮廷秘史
Q518544,Paul the Silentiary,,Paulus Silentiarius,Paulo el Silenciario,Paul le Silentiaire,Paolo Silenziario,パウロス・オ・シレンティアリオス,,,Paulus Silentiarius,示默者保羅
Q522336,Dharma Initiative,دارما إنيشيتيف,,Iniciativa Dharma,Projet Dharma,Progetto DHARMA,ダーマ・イニシアティブ,달마 이니셔티브,,Dharma Girişimi,達摩計劃
Q527367,Patriarch Maximus V of Constantinople,مكسيموس الخامس بطريرك القسطنطينية,Maximos V.,Máximo V,Maxime V de Constantinople,Massimo V,,,,Patrik V. Maksimus,
Q533514,George of Trebizond,,Georgios Trapezuntios,Jorge de Trebisonda,Georges de Trébizonde,Giorgio di Trebisonda,トレビゾンドのゲオルギ,,,Georgios Trapezuntios,特拉布宗的乔治
Q540290,Gospel of Pseudo-Matthew,,Pseudo-Matthäus-Evangelium,Evangelio de seudo-Mateo,Évangile du Pseudo-Matthieu,Vangelo dello pseudo-Matteo,偽マタイの福音書,,,Sözde Matta İncili,
Q541006,Tales of the Unexpected,,,Relatos de lo inesperado,Bizarre bizarre,Storie impreviste,予期せぬ出来事 (ダール),,,Unutulmaz Başarı Öyküleri,
Q544285,Roonstrasse Synagogue,,Synagoge Köln,Sinagoga de Colonia,synagogue de Cologne,Sinagoga Roonstrasse di Colonia,,,,Köln Sinagogu,魯恩斯特拉猶太會堂
Q4985991,Buffy the Animated Series,,,Buffy la serie animada,,,,,,Buffy Animasyon Serisi,
Q5167336,Cool School,,Coole Schule,The Class,,,,,,Çılgın Dersane,
Q5176694,Count Otto Vermis,,,Viv Visión,,Varnae,,,,Hestia,
Q5311682,"Dude, That's My Ghost!",,Mein Geist rockt!,Mon Pote le Fantôme,Mon pote le fantôme,Billy: un amico fantasmico,デュード、ザッツ・マイ・ゴースト!,"야, 그건 너 귀신이야!",,"Dude, That's My Ghost!",
Q5313333,Sweet Love,,,Dulce amor,Dulce amor,,,둘세 아모르,,Aşk ve İhtiras,
Q51796946,At War,,Streik,En guerra,En guerre,In guerra,アット・ウォー,,,At War,全面開戰
Q51822540,Girls of the Sun,,Les filles du soleil,Las hijas del sol,Les Filles du soleil,Les filles du soleil,バハールの涙,태양의 소녀들,,Les filles du soleil,太陽之女
Q53017202,Norse Mythology,,,,Mythologie viking,,,북유럽 신화,,İskandinav mitolojisi (kitap),
Q51403,Man in Black,,Mann in Schwarz,Hombre de Negro,L'homme en noir,Uomo in nero,黒服の男,맨 인 블랙,,Man in Black,黑衣人
Q57653,Princess Sophie of Bavaria,صوفي أميرة بافاريا,Sophie Friederike von Bayern,Sofía de Baviera,Sophie de Bavière,Sofia di Baviera,ゾフィー,바이에른 공주 조피,เจ้าหญิงโซฟีแห่งบาวาเรีย,Bavyera Prensesi Sophie,苏菲公主
Q57536,"Charlotte, Princess Royal",شارلوت، أميرة ملكية,"Charlotte Auguste von Großbritannien, Irland und Hannover",Carlota de Gran Bretaña,Charlotte de Grande-Bretagne,Carlotta di Hannover,シャーロット,프린세스 로열 샬럿,เจ้าหญิงชาร์ลอตต์ พระราชกุมารี,"Charlotte, Kraliyet Prensesi",夏洛特長公主
